id,uri,prefLabel,definition
SDN:L35::MAN0021,http://vocab.nerc.ac.uk/collection/L35/current/MAN0021/,Liquid Robotics,"A US-based subsidiary of The Boeing Company, that designs and manufacturers the Wave Glider range of autonomous, unmanned surface vehicles (USVs)."
SDN:L35::MAN0292,http://vocab.nerc.ac.uk/collection/L35/current/MAN0292/,Klein Marine Systems,"A US-based company founded in 1968, headquartered in Salem, New Hampshire. Klein specialises in the design and manufacturing of high resolution survey solutions for hydrographic and defense applications."
SDN:L35::MAN0299,http://vocab.nerc.ac.uk/collection/L35/current/MAN0299/,RS Pro,"A UK-based company founded in 1937, headquartered in London, specialising in appliances,electrical, and electronics manufacturing. RS Pro is the own brand of RS group plc."
SDN:L35::MAN0075,http://vocab.nerc.ac.uk/collection/L35/current/MAN0075/,HS Engineers,"A German company that designs and manufacturs technologies for use in the aquatic environment: In lakes, rivers, oceans; for oceanography, limnology, hydrology, coastal protection, civil engineering, etc., including flow meters, multi-parameter probes, and directional sea-state probes. The company was founded in 2001."
SDN:L35::MAN0092,http://vocab.nerc.ac.uk/collection/L35/current/MAN0092/,Hach,"A global company that specialises in the manufacture and distribution of analytical instruments and reagents for quality testing of water and other liquid solutions in both laboratory and field settings. The company was founded in Iowa, USA in 1947, and is now headquartered in Colorado, USA."
SDN:L35::MAN0295,http://vocab.nerc.ac.uk/collection/L35/current/MAN0295/,Bell Aerospace,"A US manufacturer of aerospace and defense technology, also known as the Bell Aircraft Corporation. Bell Aerospace was founded in 1935 and purchased in 1960 by Textron, and currently exists as Bell Textron."
SDN:L35::MAN0302,http://vocab.nerc.ac.uk/collection/L35/current/MAN0302/,"Paroscientific, Inc.","A US-based company founded in 1972, headquartered in Redmond, Washington, specialising in the manufacturing of high precision pressure instrumentation."
SDN:L35::MAN0222,http://vocab.nerc.ac.uk/collection/L35/current/MAN0222/,TSS (UK) Ltd.,"A UK-based company that specialised in motion sensor and subsea pipe/cable tracking. In 2000, TSS was merged with S G Brown Ltd. by their parent company, Vosper Thornycroft, to form VT TSS International. This company was later purchased by the Teledyne group in 2008 to form Teledyne TSS."
SDN:L35::MAN0168,http://vocab.nerc.ac.uk/collection/L35/current/MAN0168/,"Natural Resources Canada, Geological Survey of Canada","The Geological Survey of Canada, including the Pacific Geoscience Centre, forms part of the Earth Sciences sector of Natural Resources Canada (NRCan). Founded in 1842, it is Canada's national organization for geoscientific information and research."
SDN:L35::MAN0213,http://vocab.nerc.ac.uk/collection/L35/current/MAN0213/,Avantes B.V.,"Avantes is a manufacturing company based in the Netherlands that specialises in instruments for spectroscopy and fibre optic applications. They have direct offices in the USA and China, and distributors in 35 countries. Founded in 1994."
SDN:L35::MAN0012,http://vocab.nerc.ac.uk/collection/L35/current/MAN0012/,iXblue,"A French-based, global company that provides navigation, positioning, imaging and photonics for sea, land, air and space applications. It is recognised for its work on the development of Fibre-Optic Gyroscopes (FOG). It was founded in 1998 and has operations in over 30 countries."
SDN:L35::MAN0047,http://vocab.nerc.ac.uk/collection/L35/current/MAN0047/,Septentrio,"A Belgian designer and manufacturer of GPS/GNSS receivers for industrial applications, with offices worldwide. Founded in 2000."
SDN:L35::MAN0209,http://vocab.nerc.ac.uk/collection/L35/current/MAN0209/,L-3 Communications ELAC Nautik GmbH,"A German company based in Kiel that specialised in the development and production of hydroacoustic systems, including sonar systems, echosounders and underwater communication systems with military and commercial applications. L-3 ELAC Nautik was the result of the acquisition of AlliedSignal ELAC Nautik GmbH by L-3 Communications in 1998. L-3 Communications ELAC Nautik GmbH persisted until 2015 when it was sold to Wärtsillä to become Wärtsillä ELAC Nautik GmbH, which was then sold again in 2020 to Cohort plc and renamed ELAC SONAR."
SDN:L35::MAN0119,http://vocab.nerc.ac.uk/collection/L35/current/MAN0119/,Columbia Weather Systems,"A US-based company specialising in the manufacture and distribution of Orion, Pulsar, Magellan, and Capricorn weather station systems. Founded in 1998, initially as a subsidiary of Hinds Instruments, Inc."
SDN:L35::MAN0146,http://vocab.nerc.ac.uk/collection/L35/current/MAN0146/,Silicon Audio,"A Texas, US based company focused on the development and application of advanced sound and vibration transducer technology. These include seismic sensors for energy exploration and scientific monitoring, microphones for consumer communication and hearing device applications, and sensors for measuring wind in extreme flow conditions."
SDN:L35::MAN0189,http://vocab.nerc.ac.uk/collection/L35/current/MAN0189/,Dynamic Gravity Systems,"Dynamic Gravity Systems manufactures and services advanced technology gravity meters for airborne, marine, and land geophysical survey applications. Founded in April 2013."
SDN:L35::MAN0106,http://vocab.nerc.ac.uk/collection/L35/current/MAN0106/,FloCat,"A South Burlington, Vermont-based company that has been manufacturing specialty flow meters since 1998."
SDN:L35::MAN0148,http://vocab.nerc.ac.uk/collection/L35/current/MAN0148/,"CoastalOceanVision, Inc.",A designer and manufacturer of advanced underwater measurement and observation systems specialising in plankton imaging systems and cabled seafloor observatories. Founded in 2015.
SDN:L35::MAN0195,http://vocab.nerc.ac.uk/collection/L35/current/MAN0195/,Industrial Instruments and Supplies,"A US-based company providing service, calibration, and rental of industrial instruments. The company offers a wide variety of products such as tools, safety products, electronic productions tools, laboratory instruments and supplies, as well as computer hardware, software and supplies. Founded in 1989."
SDN:L35::MAN0202,http://vocab.nerc.ac.uk/collection/L35/current/MAN0202/,Saab AB TransponderTech,"A Swedish designer and manufacturer of commercial radio and software products for civil and military customers within the maritime industry, part of the Saab AB group founded in 1937. Saab AB TransponderTech is located in Hackefors, Linkoping."
SDN:L35::MAN0311,http://vocab.nerc.ac.uk/collection/L35/current/MAN0311/,Druck,"A UK-based company founded in 1972, that specialising in the design and manufacture of pressure instrumentation."
SDN:L35::MAN0263,http://vocab.nerc.ac.uk/collection/L35/current/MAN0263/,DeepSea Power and Light,"A manufacturer of underwater lights, cameras, pressure-compensated batteries, lasers, and pressure relief valves for the most demanding deep water applications, including: ROVs, AUVs, divers, and manned submersibles, it represents the subsea market as part of SeeScan, Inc. It also offers pressure testing services with chambers rated up to 30 ksi."
SDN:L35::MAN0191,http://vocab.nerc.ac.uk/collection/L35/current/MAN0191/,Wildlife Computers,"A US and New Zealand based company that designs, manufactures and sells custom marine tags and provides telemetry and project solutions to the scientific community. Founded in 1984."
SDN:L35::MAN0058,http://vocab.nerc.ac.uk/collection/L35/current/MAN0058/,University Marine Biological Station Millport,"The University Marine Biological Station Millport (UMBSM) was a higher education institution located on the island of Great Cumbrae in the Firth of Clyde, Scotland, and run by the University of London. It closed in 2013 and is now the Millport Field Centre, run by the Field Studies Council."
SDN:L35::MAN0086,http://vocab.nerc.ac.uk/collection/L35/current/MAN0086/,Netherlands Organization for Applied Scientific Research,"A Netherlands based independent research organisation founded in 1932. It specialises in providing solutions to major challenges facing societies. It was initially divided into fifteen institutions, including TNO-NITG, until a re-organisation in 2005."
SDN:L35::MAN0091,http://vocab.nerc.ac.uk/collection/L35/current/MAN0091/,Duncan and Associates,"Designers, manufacturers and suppliers of limnological, hydrobiological and oceanographic sampling and monitoring apparatus. They also supply sampling equipment for waste and industrial bi-products, discharges as well as active wastes."
SDN:L35::MAN0247,http://vocab.nerc.ac.uk/collection/L35/current/MAN0247/,Pacific Gyre Inc.,"A US based manufacturer and designer of products, including environmental sensors, GPS receivers, and satellite telemetry systems; used to track currents and ice motion, collect environmental data, and mark remotely deployed assets. Founded in 2010."
SDN:L35::MAN0175,http://vocab.nerc.ac.uk/collection/L35/current/MAN0175/,Picarro Inc.,"Picarro is a provider of solutions to measure greenhouse gas concentrations, trace gases and stable isotopes across many scientific applications, along with the energy and utilities markets. Founded in 1998."
SDN:L35::MAN0180,http://vocab.nerc.ac.uk/collection/L35/current/MAN0180/,EndRun Technologies,A producer of time and frequency instruments. The company is located in California and was founded in 1998.
SDN:L35::MAN0291,http://vocab.nerc.ac.uk/collection/L35/current/MAN0291/,Teledyne Odom Hydrographic,A Danish company which is part of the Teledyne Marine Acoustic Imaging Group. Teledyne Odom Hydrographic specialises in subsea imaging and multibeam echosounder solutions.
SDN:L35::MAN0306,http://vocab.nerc.ac.uk/collection/L35/current/MAN0306/,General Oceanics,"A US-based company establised in Miami, Florida in 1966 that designs and manufactures water sampling products and instruments for the oceanographic community."
SDN:L35::MAN0229,http://vocab.nerc.ac.uk/collection/L35/current/MAN0229/,Consortium for Advanced Research on Transport of Hydrocarbon in the Environment,"A collaboration of over forty scientific researchers, postdocs, students and administrative staff from fourteen universities and research institutions. Funded by the Gulf of Mexico Research Initiative (GoMRI), CARTHE's scientific work is based on one of GoMRI's intellectual themes and focuses on the physical distribution, dispersion and dilution of petroleum, its constituents and associated contaminants under the action of physical oceanographic processes, air-sea interactions and tropical storms."
SDN:L35::MAN0163,http://vocab.nerc.ac.uk/collection/L35/current/MAN0163/,Moog Crossbow,"A company that manufactures and supplies GPS-aided inertial measurements units (IMU), attitude and heading reference systems (AHRS), vertical gyroscopes and inclinometer/tilt sensors. The company was derived from Crossbow Technologies after it was acquired by Moog Inc. in 2011."
SDN:L35::MAN0061,http://vocab.nerc.ac.uk/collection/L35/current/MAN0061/,LP-Research,"A company based in Tokyo, Japan specializing in the design and development of life science and research equipment including Inertial Measurement Unit (IMU) Devices."
SDN:L35::MAN0085,http://vocab.nerc.ac.uk/collection/L35/current/MAN0085/,Photo Research Inc.,"Manufacturer of measuring equipment and supplies, radiometers, and spectrometers. Founded in 1941. Combined with the Novanta company, JADAK, in 2016."
SDN:L35::MAN0272,http://vocab.nerc.ac.uk/collection/L35/current/MAN0272/,Continental Scientific Drilling Facility,"The CSD Facility maintains an array of specialised field equipment to support scientific coring and drilling. Facility equipment includes water samplers, soft sediment coring systems for most environmental settings, and lightweight drills for shallow rock coring. The CSD Facility is part of the University of Minnesota, School of Earth and Environmental Sciences. Funding for the CSD Facility is provided by the National Science Foundation, Division of Earth Sciences, Instrumentation and Facilities Program."
SDN:L35::MAN0281,http://vocab.nerc.ac.uk/collection/L35/current/MAN0281/,Technical University of Denmark,A polytechnic university and school of engineering founded in 1892.
SDN:L35::MAN0284,http://vocab.nerc.ac.uk/collection/L35/current/MAN0284/,Deep Trekker,"A Canadian company established in 2010, headquartered in Kitchener, Ontario. Deep Trekker is a manufacturer and supplier of remotely operated vehicles (ROVs) for underwater monitoring."
SDN:L35::MAN0024,http://vocab.nerc.ac.uk/collection/L35/current/MAN0024/,University of Washington,"A public research university whose largest and original campus is in Seattle, Washington, United States. Founded in 1861 as the Territorial University of Washington, it is one of the oldest universities on the West Coast. The university has three campuses: the oldest and largest in the University District of Seattle and two others in Tacoma and Bothell."
SDN:L35::MAN0237,http://vocab.nerc.ac.uk/collection/L35/current/MAN0237/,Magnavox Advanced Products and Systems Company,"A USA manufacturer founded in 1984, specialised in satellite navigation systems and military communication systems. The company was owned by Philips Electronics, and is no longer active."
SDN:L35::MAN0055,http://vocab.nerc.ac.uk/collection/L35/current/MAN0055/,CODAR,"A company based in Mountain View, California that conducts research , design, manufacturing and support of high frequency (HF) radar systems primarily for ocean current and wave monitoring. Founded in 1984."
SDN:L35::MAN0145,http://vocab.nerc.ac.uk/collection/L35/current/MAN0145/,Ref Tek,"A developer of seismic monitoring products for the land, marine and oil exploration markets. Founded in 1975 as Refraction Technology Inc, the brand Ref Tek was acquired by Trimble Navigation in 2012. In 2020, it returned to its engineering and customer service roots when it was purchased by Ref Tek Systems Inc, a subsidiary of Xeos Technologies Inc."
SDN:L35::MAN0315,http://vocab.nerc.ac.uk/collection/L35/current/MAN0315/,Xsens,"A company founded in 2000 in Enschede, Netherlands. Xsens is a supplier of 3D motion capture and inertial sensors. As of 2017, Xsens is now a brand of Movella, following Movella's (formerly mCube) acquisition of Xsens from ON Semiconductor in 2016."
SDN:L35::MAN0188,http://vocab.nerc.ac.uk/collection/L35/current/MAN0188/,Graco Inc.,"Graco is an American manufacturer of fluid-handling systems and products based in Minneapolis, Minnesota. Founded in 1926."
SDN:L35::MAN0113,http://vocab.nerc.ac.uk/collection/L35/current/MAN0113/,Blue Robotics,A US based company specialising in the design and development of affordable marine robotics components and products. Founded in 2014 through Kickstarter.
SDN:L35::MAN0318,http://vocab.nerc.ac.uk/collection/L35/current/MAN0318/,Sea Mammal Research Unit Instrumentation,"The instrumentation group of SMRU, a marine science research organisation based at the University of St Andrews. This manufacturer specialises in the design and manufacture of marine animal mounted telemetry tags."
SDN:L35::MAN0268,http://vocab.nerc.ac.uk/collection/L35/current/MAN0268/,StarDot Technologies,"A US company based in Buena Park, California. StarDot Technologies is a designer and manufacturer of remote imaging and video solutions since 1994."
SDN:L35::MAN0190,http://vocab.nerc.ac.uk/collection/L35/current/MAN0190/,Hukseflux Thermal Sensors,"A company that designs and supplies sensors for measurement of heat transfer and thermal quantities such as solar radiation, heat flux and thermal conductivity. They also provide testing services, including material characterisation and calibration. The company is based in Delft, the Netherlands and was founded in 1993."
SDN:L35::MAN0196,http://vocab.nerc.ac.uk/collection/L35/current/MAN0196/,Ocean-Bottom Instrumentation Consortium (Universities of Durham and Southampton),"A UK collaboration with partners at the Universities of Durham and Southampton, the Ocean-Bottom Instrumentation Consortium (OBIC) are contracted by the Natural Environment Research Council (NERC) to provide the Ocean-Bottom Instrumentation Facility (OBIF), as part of the NERC's Support and Facilities infrastructure support, as the third operational node of the Geophysical Equipment Facility. They supply, mobilise and operate instruments for use by NERC members, and continually upgrade and modify existing instruments."
SDN:L35::MAN0201,http://vocab.nerc.ac.uk/collection/L35/current/MAN0201/,Skye Instruments Ltd.,"A designer and manufacturer of instrumentation for environmental monitoring, plant growth and agricultural research since 1983. The company started on the Isle of Skye, Scotland and re-located to Wales in 1986."
SDN:L35::MAN0102,http://vocab.nerc.ac.uk/collection/L35/current/MAN0102/,Davis Instruments,"A company that specialises in instruments that measure marine weather. The company was acquired by Jim Acquistapace and Bob Selig in 1969. In 2019, Davis Instruments became part of the Advanced Environmental Monitoring group."
SDN:L35::MAN0105,http://vocab.nerc.ac.uk/collection/L35/current/MAN0105/,Subsea Technology and Rentals Ltd.,"A specialist technology company providing rental and sales services globally to the offshore marine sectors. Originally named Sonar Equipment Services (SES), the company re-branded to STR in February 2014 to better reflect the range of products and services supplied."
SDN:L35::MAN0252,http://vocab.nerc.ac.uk/collection/L35/current/MAN0252/,Setra Systems Inc.,"A US company founded in 1967 based in Boxborough, Massachusetts. Setra is now part of the Fortive group of companies. The company is a manufacturer of premium high accuracy pressure transducers, transmitters, capacitive pressure sensors, and acceleration sensing devices."
SDN:L35::MAN0230,http://vocab.nerc.ac.uk/collection/L35/current/MAN0230/,Varian Inc.,"A manufacturer of scientific instruments for the scientific industry particularly chemical analysis equipment, with a focus on Information Rich Detection and Vacuum technology. It was founded in 1999 and purchased by Agilent Technologies in May 2010."
SDN:L35::MAN0081,http://vocab.nerc.ac.uk/collection/L35/current/MAN0081/,GEOMAR,"GEOMAR - Helmholtz Centre for Ocean Research Kiel is a research institute in Kiel, Germany. It was formed in 2004 by merging the Institute for Marine Science with the Research Center for Marine Geosciences (GEOMAR)."
SDN:L35::MAN0083,http://vocab.nerc.ac.uk/collection/L35/current/MAN0083/,Corning Inc.,"An American multinational technology company that specialises in specialty glass, ceramics, and related materials and technologies including advanced optics, primarily for industrial and scientific applications. Founded in 1851, the company was named Corning Glass Works until 1989."
SDN:L35::MAN0287,http://vocab.nerc.ac.uk/collection/L35/current/MAN0287/,Bettersize Instruments,"Founded in 1995, Bettersize provides analytical instruments for material characterisation."
SDN:L35::MAN0300,http://vocab.nerc.ac.uk/collection/L35/current/MAN0300/,FEI Company,"A US-based company founded in 1971, headquartered in Hillsboro, Oregon, specialising in the design and manufacturing of microscope technology. FEI is now a subsidary of Thermo Fisher Scientific following acquisition in 2016, becoming a part of Thermo Fisher's Analytical Instruments Segment."
SDN:L35::MAN0159,http://vocab.nerc.ac.uk/collection/L35/current/MAN0159/,Smartfin,A project that aims to unite the surfing community and the research community by developing oceanographic sensors integrated into surfboard fins. These are provided to researchers and citizen scientists surfers around the world at little to no cost.
SDN:L35::MAN0167,http://vocab.nerc.ac.uk/collection/L35/current/MAN0167/,Keithley Instruments,"A US-based company that develops, manufactures, markets, and sells data acquisition products, as well as complete systems for high-volume production and assembly testing. Keithley Instruments was founded in 1945 and merged with Tektronix Inc. in 2010."
SDN:L35::MAN0087,http://vocab.nerc.ac.uk/collection/L35/current/MAN0087/,Chelonia,A UK based company founded in 2006. It specialises in the design and manufacture of automatic cetacean monitoring equipment for use in a wide range of projects and environments.
SDN:L35::MAN0305,http://vocab.nerc.ac.uk/collection/L35/current/MAN0305/,Tekron International Limited,A New Zealand-based company providing high-precision GPS and atomic clock time-keeping technologies and solutions for the smart grid and other industrial applications. The company was founded in 2002 and was acquired by Microchip Technology Incorporated in 2020.
SDN:L35::MAN0228,http://vocab.nerc.ac.uk/collection/L35/current/MAN0228/,Teledyne Oceanscience,A Teledyne Marine brand that designs and manufactures marine sensor platforms and unmanned surface vehicles. It was founded in 1998 as The Oceanscience Group Ltd. which was acquired by Teledyne in October 2014.
SDN:L35::MAN0240,http://vocab.nerc.ac.uk/collection/L35/current/MAN0240/,Microsemi,"A US provider of semiconductor and system solutions for aerospace and defence, communications, data centre and industrial markets, founded in 1959. It acquired Symmetricom in 2013. It was itself acquired in 2018 by Microchip."
SDN:L35::MAN0126,http://vocab.nerc.ac.uk/collection/L35/current/MAN0126/,Forsberg Services Ltd.,"A UK based company providing products and bespoke or tailored solutions for positioning, navigation and timing applications. Established in 1987, the company is located in Heysham."
SDN:L35::MAN0162,http://vocab.nerc.ac.uk/collection/L35/current/MAN0162/,PNI Sensor Coorporation,A manufacturing company founded in 1987 by George Hsu. It specialises in location and motion tracking sensor systems.
SDN:L35::MAN0118,http://vocab.nerc.ac.uk/collection/L35/current/MAN0118/,Wärtsillä ELAC Nautik GmbH,"A German company owned by the Finnish corporation Wärtsillä following their acquisition of ELAC Nautik from L-3 Communications in 2015. Wärtsillä ELAC Nautik specialised in hydroacoustic systems for naval, hydrographic and commercial applications. Founded in 1926 as ELAC (Electroacustic GmbH)."
SDN:L35::MAN0060,http://vocab.nerc.ac.uk/collection/L35/current/MAN0060/,Systron Donner Inertial,"Systron Donner Inertial manufactures navigation products including quartz MEMS (Micro Electro Mechanical) Gyroscopes, Accelerometers, Inertial Measurement Units (IMU) and GPS/ Inertial Navigation System (INS) products. Divisions of Systron Donner became part BEI technologies in 1995 before evolving into Systron Donner Inertial in 2002. It was acquired by EMCORE in 2019."
SDN:L35::MAN0280,http://vocab.nerc.ac.uk/collection/L35/current/MAN0280/,Ocean Networks Canada,"A Canadian research and ocean observing facility hosted and owned by the University of Victoria, and managed by the not-for-profit ONC Society."
SDN:L35::MAN0279,http://vocab.nerc.ac.uk/collection/L35/current/MAN0279/,University of Georgia,"A public land-grant research university with its main campus in Athens, Georgia, United States. Chartered in 1785, it is one of the oldest public universities in the United States."
SDN:L35::MAN0017,http://vocab.nerc.ac.uk/collection/L35/current/MAN0017/,Tritech,"A Moog Inc. company that provides sensors and tools for Remotely Operated Underwater Vehicles (ROV) and Autonomous Underwater Vehicles (AUVs). Established in 1991, Tritech was founded by Richard Marsh and Dick Wright, beginning operations as a two-man outfit from a converted house in Kingswells, Aberdeenshire."
SDN:L35::MAN0221,http://vocab.nerc.ac.uk/collection/L35/current/MAN0221/,FT Technologies,"A UK-based company that designs and manufactures ultrasonic anemometers (wind sensors) for professional markets, principally the offshore wind turbine industry. Founded in 1981."
SDN:L35::MAN0135,http://vocab.nerc.ac.uk/collection/L35/current/MAN0135/,Coda Octopus Products Ltd.,"An underwater technology company headquartered in Florida, USA. The company specialises in creating innovative software and hardware solutions for subsea surveys, ROV operations, marine construction, port security, and dredging."
SDN:L35::MAN0030,http://vocab.nerc.ac.uk/collection/L35/current/MAN0030/,Ernst Leitz,"Founded in 1869, Ernst Leitz GmbH that originated from the Optical Institute founded by Karl Kellner in Wetzlar, Germany. It primarily manufactured optical equipment such as microscopes and cameras. In 1997, the corporation was divided into three independent companies; Leica Camera, Leica Geosystems and Leica Microsystems."
SDN:L35::MAN0054,http://vocab.nerc.ac.uk/collection/L35/current/MAN0054/,Lufft,"An international company that specialises in the development of climate and environmental measurement, particularly intelligent meteorological sensors for road systems and industrial applications. It was originally founded by Gotthilf Lufft in Stuttgart, Germany in 1873. It became part of the OTT Hydromet marketing group in 2016."
SDN:L35::MAN0197,http://vocab.nerc.ac.uk/collection/L35/current/MAN0197/,Elementar,"A German manufacturer of chemical analysers. It originated from a company called Heraeus in 1897 that developed furnaces, quartz glassware and precious metal chemicals for elemental analysis in Hanau, Germany. Isoprime Ltd. Became a member of the elementargroup in 2008."
SDN:L35::MAN0144,http://vocab.nerc.ac.uk/collection/L35/current/MAN0144/,Naxys,"A developer of high-tech leak detection and condition monitoring systems for subsea installations within the oil and gas industry. Based in Norway, founded in 1999."
SDN:L35::MAN0307,http://vocab.nerc.ac.uk/collection/L35/current/MAN0307/,Europa Scientific Limited,A UK-based company founded in 1985 specialising in the manufacturing of isotope ratio analysis instrumentation. The rights to the Europa product line were bought by Sercon Ltd in 2004.
SDN:L35::MAN0109,http://vocab.nerc.ac.uk/collection/L35/current/MAN0109/,Sea Mammal Research Unit,"A marine science research organisation that was established in 1978 by the Natural Environment Research Council (NERC) when the Seals Research Division and Whale Research Unit merged. Originally based in Cambridge, SMRU moved to the University of St Andrews in 1996."
SDN:L35::MAN0123,http://vocab.nerc.ac.uk/collection/L35/current/MAN0123/,"Bellamare, LLC","Bellamare LLC is an engineering company that designs subsea instruments for the oceanographic, offshore, and aquaculture industries. They design underwater tools for subsea monitoring and intervention, and help marine scientists achieve their research goals by providing custom designed field and laboratory equipment, tailored to client specific demands."
SDN:L35::MAN0152,http://vocab.nerc.ac.uk/collection/L35/current/MAN0152/,"Ifremer - Detection, Sensors and Metrology Laboratory","A laboratory within the Unit of Technology Research and Development (RDT) and Department of Physical Resources and Deep-Sea Ecosystems (REM) at the French Research Institute for Exploitation of the Sea (Ifremer). It is responsible for developing new solutions for marine instruments or in situ measurement sensors, new methods for inhibiting biofilms and marine fouling, and new techniques for chemical and physical analysis."
SDN:L35::MAN0310,http://vocab.nerc.ac.uk/collection/L35/current/MAN0310/,National Ocean Sciences Accelerator Mass Spectrometry Facility (NOSAMS),"A US-based facility founded at the Woods Hole Oceanographic Institute (WHOI) in 1989, headquartered in Woods Hole, Massachusetts, aimed with making radiocarbon measurements accessible to the ocean and earth sciences community, develop measurement capabilities, and serve as an educational and outreach source."
SDN:L35::MAN0317,http://vocab.nerc.ac.uk/collection/L35/current/MAN0317/,ZX Lidars (Zephir Ltd.),"A specialist in wind Lidar technology, providing precise remote wind measurements for onshore and offshore wind energy projects. Founded in 2007 and headquartered in Ledbury, England, ZX Lidars is part of the Fred. Olsen Ltd. group."
